County,FIPS,Average Annual Count,State
Sherman County,41055,10,Oregon(6)
Catron County,35003,26,New Mexico(7)
Lane County,41039,1657,Oregon(6)
Hidalgo County,35023,21,New Mexico(7)
North Slope Borough,2185,26,Alaska(6)
Dunn County,38025,17,North Dakota(6)
Gogebic County,26053,86,Michigan(6)
Santa Cruz County,4023,191,Arizona(6)
Roosevelt County,35041,64,New Mexico(7)
Grant County,35017,154,New Mexico(7)
Currituck County,37053,117,North Carolina(6)
Arlington County,51013,699,Virginia(6)
Jackson County,12063,216,Florida(6)
Taos County,35055,182,New Mexico(7)
San Miguel County,35047,127,New Mexico(7)
Costilla County,8023,18,Colorado(6)
Dawes County,31045,35,Nebraska(6)
Muskegon County,26121,712,Michigan(6)
Clay County,13061,15,Georgia(7)
Eagle County,8037,185,Colorado(6)
Perkins County,46105,14,South Dakota(6)
Archuleta County,8007,72,Colorado(6)
Lee County,51105,105,Virginia(6)
Lake County,8065,26,Colorado(6)
Mora County,35033,23,New Mexico(7)
Washington County,51191,264,Virginia(6)
Yuma County,8125,40,Colorado(6)
McKinley County,35031,222,New Mexico(7)
Buchanan County,51027,99,Virginia(6)
Bent County,8011,24,Colorado(6)
Pershing County,32027,26,Nevada(6)
Rio Arriba County,35039,170,New Mexico(7)
Apache County,4001,229,Arizona(6)
Trinity County,6105,84,California(7)
Collingsworth County,48087,11,Texas(7)
Garfield County,30033,6,Montana(6)
Crowley County,8025,19,Colorado(6)
Baker County,41001,81,Oregon(6)
Ferry County,53019,41,Washington(6)
Grand County,8049,62,Colorado(6)
Houghton County,26061,131,Michigan(6)
Colfax County,35007,60,New Mexico(7)
Lander County,32015,21,Nevada(6)
Pitkin County,8097,75,Colorado(6)
Gates County,37073,49,North Carolina(6)
Adams County,38001,12,North Dakota(6)
Scotland County,29199,18,Missouri(6)
Presidio County,48377,25,Texas(7)
Sherman County,48421,10,Texas(7)
Brewster County,48043,43,Texas(7)
Logan County,38047,10,North Dakota(6)
Harding County,46063,5,South Dakota(6)
Mono County,6051,51,California(7)
Modoc County,6049,43,California(7)
Aleutians West Census Area,2016,9,Alaska(6)
Corson County,46031,11,South Dakota(6)
Stanton County,31167,23,Nebraska(6)
Daniels County,30019,9,Montana(6)
Summit County,8117,103,Colorado(6)
Clear Creek County,8019,44,Colorado(6)
White Pine County,32033,34,Nevada(6)
Conejos County,8021,28,Colorado(6)
Bristol City,51520,65,Virginia(6)
Campbell County,46021,7,South Dakota(6)
Holmes County,12059,75,Florida(6)
Hooker County,31091,4,Nebraska(6)
Concho County,48095,14,Texas(7)
Throckmorton County,48447,8,Texas(7)
Niobrara County,56027,11,Wyoming(6)
Gilpin County,8047,22,Colorado(6)
Alpine County,6003,5,California(7)
Whitman County,53075,104,Washington(6)
Scott County,51169,91,Virginia(6)
Saguache County,8109,28,Colorado(6)
Sierra County,6091,17,California(7)
Cimarron County,40025,9,Oklahoma(6)
Sioux County,31165,4,Nebraska(6)
Gilliam County,41021,8,Oregon(6)
Keweenaw County,26083,10,Michigan(6)
Aleutians East Borough,2013,7,Alaska(6)
Oliver County,38065,6,North Dakota(6)
Jeff Davis County,48243,10,Texas(7)
Mineral County,8079,4,Colorado(6)
Hinsdale County,8053,3,Colorado(6)
