County,FIPS,Average Annual Count,State
Thomas County,13275,41,Georgia
Kershaw County,45055,59,South Carolina
Greenwood County,45047,63,South Carolina
Tift County,13277,33,Georgia
Loudoun County,51107,282,Virginia
Washington County,42125,205,Pennsylvania
Cayuga County,36011,70,New York
Hampton County,45049,15,South Carolina
Hood County,48221,67,Texas
Evans County,13109,10,Georgia
Harney County,41025,7,Oregon
Somerset County,42111,71,Pennsylvania
Hardeman County,47069,21,Tennessee
Lincoln County,37109,79,North Carolina
O'Brien County,19141,12,Iowa
Idaho County,16049,16,Idaho
Kay County,40071,39,Oklahoma
Arapahoe County,8005,493,Colorado
St. Marys County,24037,84,Maryland
Stafford County,51179,107,Virginia
Polk County,55095,42,Wisconsin
Christian County,17021,30,Illinois
Hopkins County,48223,31,Texas
Seneca County,39147,48,Ohio
Mills County,19129,14,Iowa
Bonner County,16017,48,Idaho
Tulsa County,40143,520,Oklahoma
Somerset County,23025,49,Maine
Meeker County,27093,20,Minnesota
Trousdale County,47169,8,Tennessee
McCracken County,21145,65,Kentucky
Hillsborough County,33011,356,New Hampshire
Pope County,27121,11,Minnesota
McLean County,17113,125,Illinois
Lancaster County,42071,478,Pennsylvania
Hawaii County,15001,186,Hawaii
Gaston County,37071,198,North Carolina
Summit County,39153,485,Ohio
Bureau County,17011,32,Illinois
Brookings County,46011,20,South Dakota
Pulaski County,5119,328,Arkansas
Alpena County,26007,30,Michigan
Lackawanna County,42069,199,Pennsylvania
Southeast Fairbanks Census Area,2240,4,Alaska
Nobles County,27105,17,Minnesota
Jackson County,55053,19,Wisconsin
Dutchess County,36027,263,New York
Polk County,27119,26,Minnesota
Brown County,46013,31,South Dakota
Madison County,17119,236,Illinois
Macoupin County,17117,43,Illinois
Penobscot County,23019,139,Maine
Jackson County,29095,573,Missouri
Morris County,48343,11,Texas
Grant County,21081,20,Kentucky
McClain County,40087,31,Oklahoma
Yavapai County,4025,288,Arizona
Lawrence County,39087,55,Ohio
Pine County,27115,26,Minnesota
Oklahoma County,40109,596,Oklahoma
Shawano County,55115,36,Wisconsin
Lanier County,13173,8,Georgia
Somerset County,24039,19,Maryland
Clinton County,26037,66,Michigan
Klamath County,41035,63,Oregon
White County,5145,64,Arkansas
Columbia County,13073,121,Georgia
Boyle County,21021,29,Kentucky
Calhoun County,19025,9,Iowa
Taylor County,19173,6,Iowa
Humphreys County,47085,19,Tennessee
Bollinger County,29017,11,Missouri
Duval County,48131,8,Texas
Rusk County,55107,14,Wisconsin
Jasper County,29097,98,Missouri
Marathon County,55073,116,Wisconsin
Adams County,31001,27,Nebraska
Rockdale County,13247,78,Georgia
Dickenson County,51051,13,Virginia
Sauk County,55111,58,Wisconsin
Van Buren County,26159,66,Michigan
Rutherford County,37161,66,North Carolina
Boundary County,16021,11,Idaho
Washington County,37187,13,North Carolina
Spartanburg County,45083,270,South Carolina
Waushara County,55137,22,Wisconsin
Osage County,40113,44,Oklahoma
Elbert County,13105,20,Georgia
Steele County,27147,33,Minnesota
Ogle County,17141,45,Illinois
Greene County,17061,11,Illinois
Chester County,47023,14,Tennessee
Frederick County,24021,213,Maryland
Burnett County,55013,19,Wisconsin
Terrebonne Parish,22109,87,Louisiana
Ritchie County,54085,8,West Virginia
Juniata County,42067,21,Pennsylvania
Lowndes County,28087,50,Mississippi
Lincoln County,31111,31,Nebraska
Rock County,55105,137,Wisconsin
Boyd County,21019,45,Kentucky
DeKalb County,13089,584,Georgia
Hall County,13139,157,Georgia
Emmet County,19063,9,Iowa
Clallam County,53009,98,Washington
East Feliciana Parish,22037,16,Louisiana
Hardin County,21093,87,Kentucky
Fairfield County,39045,130,Ohio
Bulloch County,13031,50,Georgia
Frederick County,51069,78,Virginia
Henderson County,48213,82,Texas
Orange County,6059,2523,California
Bay County,26017,101,Michigan
Edgefield County,45037,23,South Carolina
Tripp County,46123,5,South Dakota
Rio Blanco County,8103,5,Colorado
Desha County,5041,9,Arkansas
Floyd County,21071,33,Kentucky
Iroquois County,17075,26,Illinois
St. Charles Parish,22089,41,Louisiana
Worcester County,25027,710,Massachusetts
Hampden County,25013,399,Massachusetts
Orangeburg County,45075,80,South Carolina
Fluvanna County,51065,26,Virginia
Providence County,44007,528,Rhode Island
Columbia County,42037,57,Pennsylvania
La Salle Parish,22059,12,Louisiana
Forsyth County,13117,179,Georgia
Holt County,31089,10,Nebraska
Rockland County,36087,255,New York
Ward County,38101,46,North Dakota
Denver County,8031,462,Colorado
Butte County,6007,177,California
Meigs County,47121,11,Tennessee
Windham County,9015,102,Connecticut
Marion County,5089,20,Arkansas
Wood County,54107,83,West Virginia
Madison County,16065,15,Idaho
Columbus County,37047,49,North Carolina
Sherburne County,27141,64,Minnesota
Summit County,8117,21,Colorado
Door County,55029,33,Wisconsin
Hancock County,13141,8,Georgia
Leon County,12073,206,Florida
Pickens County,45077,101,South Carolina
Baker County,12003,20,Florida
York County,31185,12,Nebraska
Jackson County,13157,57,Georgia
Bonneville County,16019,80,Idaho
New Madrid County,29143,16,Missouri
Gladwin County,26051,28,Michigan
Miller County,13201,5,Georgia
Charles County,24017,130,Maryland
Claiborne County,28021,7,Mississippi
Toombs County,13279,22,Georgia
Washington County,39167,59,Ohio
Lucas County,39095,355,Ohio
Warren County,28149,38,Mississippi
Greene County,19073,9,Iowa
Calumet County,55015,42,Wisconsin
Yalobusha County,28161,12,Mississippi
Hillsborough County,12057,1122,Florida
Polk County,31143,5,Nebraska
St. Bernard Parish,22087,31,Louisiana
Howard County,31093,5,Nebraska
Caroline County,51033,26,Virginia
White County,47185,25,Tennessee
Perquimans County,37143,14,North Carolina
Jefferson County,36045,80,New York
Collin County,48085,728,Texas
Oconee County,45073,77,South Carolina
Knox County,17095,47,Illinois
Davie County,37059,40,North Carolina
Delaware County,36025,45,New York
Chautauqua County,36013,121,New York
Burt County,31021,7,Nebraska
Harrison County,39067,14,Ohio
Seward County,31159,13,Nebraska
El Paso County,8041,506,Colorado
Wilcox County,1131,10,Alabama
Southampton County,51175,17,Virginia
Grant County,55043,40,Wisconsin
Mercer County,17131,13,Illinois
Putnam County,17155,5,Illinois
Tuolumne County,6109,57,California
LaFourche Parish,22057,79,Louisiana
Adams County,55001,22,Wisconsin
Fannin County,13111,29,Georgia
Jessamine County,21113,43,Kentucky
Lyon County,27083,20,Minnesota
Franklin County,51067,56,Virginia
Cherry County,31031,5,Nebraska
Caldwell County,21033,11,Kentucky
Rockbridge County,51163,25,Virginia
Muscogee County,13215,158,Georgia
Mitchell County,13205,19,Georgia
Grayson County,21085,23,Kentucky
Sumner County,47165,161,Tennessee
Henderson County,21101,40,Kentucky
Grant County,27051,6,Minnesota
Pennington County,46103,92,South Dakota
Fulton County,21075,6,Kentucky
Indiana County,42063,71,Pennsylvania
Pike County,13231,16,Georgia
Lawrence County,1079,29,Alabama
DeKalb County,29063,8,Missouri
Marinette County,55075,40,Wisconsin
Cherokee County,37039,34,North Carolina
Hoke County,37093,35,North Carolina
Cook County,17031,4119,Illinois
Natrona County,56025,62,Wyoming
Henry County,21103,14,Kentucky
Madison County,21151,66,Kentucky
Sevier County,47155,91,Tennessee
Passaic County,34031,405,New Jersey
San Diego County,6073,2431,California
Nelson County,38063,4,North Dakota
Greene County,42059,31,Pennsylvania
Knox County,47093,385,Tennessee
Tarrant County,48439,1433,Texas
Johnston County,40069,9,Oklahoma
Limestone County,48293,20,Texas
Marion County,47115,28,Tennessee
Van Buren County,5141,16,Arkansas
Mower County,27099,32,Minnesota
Wood County,39173,99,Ohio
Laramie County,56021,79,Wyoming
Yell County,5149,17,Arkansas
Wetzel County,54103,15,West Virginia
Vermilion County,17183,66,Illinois
Churchill County,32001,20,Nevada
Callaway County,29027,36,Missouri
Smith County,48423,189,Texas
Chester County,45023,29,South Carolina
Hamilton County,47065,314,Tennessee
McCurtain County,40089,26,Oklahoma
Bibb County,13021,130,Georgia
Surry County,51181,8,Virginia
McDuffie County,13189,19,Georgia
Seneca County,36099,29,New York
Menard County,17129,12,Illinois
Gregg County,48183,100,Texas
Belmont County,39013,62,Ohio
Wakulla County,12129,26,Florida
Knox County,23013,42,Maine
Woodbury County,19193,80,Iowa
Roanoke City,51770,85,Virginia
Kootenai County,16055,149,Idaho
Clay County,28025,17,Mississippi
Dunn County,55033,32,Wisconsin
Nicholas County,54067,25,West Virginia
Crook County,41013,23,Oregon
Union Parish,22111,19,Louisiana
Schoharie County,36095,31,New York
Hanover County,51085,99,Virginia
Erie County,42049,232,Pennsylvania
Berks County,42011,352,Pennsylvania
Wells County,38103,5,North Dakota
Stanislaus County,6099,386,California
St. Clair County,17163,217,Illinois
Lunenburg County,51111,12,Virginia
Morgan County,13211,19,Georgia
Nevada County,6057,110,California
Jefferson County,1073,559,Alabama
Tyrrell County,37177,3,North Carolina
Dyer County,47045,32,Tennessee
Pasco County,12101,523,Florida
Clayton County,13063,200,Georgia
Tangipahoa Parish,22105,101,Louisiana
Butler County,29023,38,Missouri
Juneau County,55057,22,Wisconsin
Schuylkill County,42107,134,Pennsylvania
Nemaha County,31127,6,Nebraska
Wicomico County,24045,81,Maryland
Sussex County,10005,253,Delaware
St. Francois County,29187,53,Missouri
Lake County,27075,12,Minnesota
Livingston County,26093,166,Michigan
Sunflower County,28133,19,Mississippi
Dallas County,29059,14,Missouri
Weakley County,47183,27,Tennessee
Weld County,8123,211,Colorado
Andrew County,29003,16,Missouri
Taylor County,54091,15,West Virginia
Story County,19169,56,Iowa
Yates County,36123,22,New York
Fort Bend County,48157,557,Texas
Anderson County,48001,40,Texas
Pike County,42103,54,Pennsylvania
Whitfield County,13313,76,Georgia
Socorro County,35053,13,New Mexico
Early County,13099,9,Georgia
Wayne County,26163,1439,Michigan
Dubuque County,19061,81,Iowa
Pottawattamie County,19155,82,Iowa
Marshall County,54051,29,West Virginia
Luzerne County,42079,290,Pennsylvania
Pearl River County,28109,49,Mississippi
Morgan County,21175,10,Kentucky
Wood County,55141,69,Wisconsin
Nowata County,40105,8,Oklahoma
Fergus County,30027,11,Montana
Walker County,1127,61,Alabama
Gillespie County,48171,30,Texas
Catoosa County,13047,61,Georgia
Yoakum County,48501,5,Texas
Lycoming County,42081,101,Pennsylvania
Marshall County,19127,33,Iowa
Cambria County,42021,135,Pennsylvania
Orange County,36071,291,New York
Jefferson County,42065,41,Pennsylvania
McLennan County,48309,185,Texas
Venango County,42121,51,Pennsylvania
Carroll County,33003,56,New Hampshire
Douglas County,17041,16,Illinois
Wayne County,54099,36,West Virginia
King George County,51099,19,Virginia
Travis County,48453,780,Texas
Benton County,53005,151,Washington
Lawrence County,17101,13,Illinois
Canadian County,40017,106,Oklahoma
Galveston County,48167,266,Texas
Polk County,41053,71,Oregon
Union County,39159,44,Ohio
Kimble County,48267,4,Texas
Itasca County,27061,43,Minnesota
Gwinnett County,13135,642,Georgia
Wagoner County,40145,63,Oklahoma
Bedford County,42009,46,Pennsylvania
Talladega County,1121,70,Alabama
Attala County,28007,16,Mississippi
St. John the Baptist Parish,22095,34,Louisiana
La Salle County,17099,94,Illinois
Clay County,17025,12,Illinois
Surry County,37171,69,North Carolina
Huron County,39077,48,Ohio
Teller County,8119,23,Colorado
Winona County,27169,38,Minnesota
Plymouth County,19149,21,Iowa
Turner County,13287,8,Georgia
Mills County,48333,4,Texas
St. Louis City,29510,227,Missouri
Arlington County,51013,147,Virginia
Wapello County,19179,30,Iowa
Sumter County,1119,10,Alabama
Sargent County,38081,3,North Dakota
Ulster County,36111,161,New York
Webster County,19187,31,Iowa
Giles County,51071,16,Virginia
Taylor County,48441,99,Texas
Alfalfa County,40003,4,Oklahoma
Crow Wing County,27035,62,Minnesota
Powell County,30077,5,Montana
Butler County,31023,7,Nebraska
Clark County,21049,33,Kentucky
Iron County,55051,7,Wisconsin
Bernalillo County,35001,545,New Mexico
Routt County,8107,19,Colorado
Indian River County,12061,189,Florida
Lawrence County,42073,81,Pennsylvania
Bamberg County,45009,14,South Carolina
Treutlen County,13283,5,Georgia
Atlantic County,34001,241,New Jersey
Franklin County,17055,34,Illinois
Suffolk City,51800,72,Virginia
Calaveras County,6009,49,California
Independence County,5063,31,Arkansas
Lee County,19111,31,Iowa
Cole County,29051,61,Missouri
Ector County,48135,90,Texas
Sawyer County,55113,17,Wisconsin
Pierce County,13229,16,Georgia
Crook County,56011,7,Wyoming
Waseca County,27161,16,Minnesota
Caddo Parish,22017,206,Louisiana
Sussex County,51183,8,Virginia
Shasta County,6089,167,California
Pike County,39131,22,Ohio
Madison County,36053,58,New York
Panola County,48365,20,Texas
Portage County,39133,129,Ohio
Macon County,1087,17,Alabama
Inyo County,6027,18,California
Escambia County,12033,265,Florida
Sarasota County,12115,548,Florida
Dallas County,48113,1672,Texas
Hawkins County,47073,55,Tennessee
Stephens County,40137,39,Oklahoma
Fayette County,19065,17,Iowa
Washington County,21229,10,Kentucky
Lewis County,47101,11,Tennessee
Iowa County,19095,14,Iowa
Cherokee County,45021,46,South Carolina
Ontonagon County,26131,6,Michigan
Ogemaw County,26129,21,Michigan
Duchesne County,49013,11,Utah
Buckingham County,51029,14,Virginia
Cassia County,16031,17,Idaho
Essex County,34013,640,New Jersey
Benewah County,16009,9,Idaho
Wilson County,47189,116,Tennessee
Alexandria City,51510,112,Virginia
Huron County,26063,29,Michigan
Cheatham County,47021,33,Tennessee
Hernando County,12053,206,Florida
Real County,48385,3,Texas
Palm Beach County,12099,1404,Florida
Custer County,40039,19,Oklahoma
Adams County,8001,322,Colorado
Stark County,39151,335,Ohio
Portage County,55097,53,Wisconsin
Pipestone County,27117,8,Minnesota
Sharkey County,28125,4,Mississippi
Itawamba County,28057,19,Mississippi
Creek County,40037,61,Oklahoma
Fond du Lac County,55039,88,Wisconsin
Hickory County,29085,9,Missouri
Baltimore City,24510,459,Maryland
Benton County,19011,21,Iowa
Baldwin County,1003,208,Alabama
Washington County,5143,151,Arkansas
Cocke County,47029,36,Tennessee
Noble County,40103,9,Oklahoma
Kalamazoo County,26077,188,Michigan
Greenup County,21089,33,Kentucky
Buchanan County,19019,17,Iowa
Prince Georges County,24033,750,Maryland
Crawford County,55023,15,Wisconsin
Lincoln County,46083,42,South Dakota
Monroe County,42089,147,Pennsylvania
Herkimer County,36043,54,New York
Washoe County,32031,366,Nevada
Carbon County,30009,10,Montana
Middlesex County,34023,664,New Jersey
Simpson County,28127,22,Mississippi
Warren County,42123,40,Pennsylvania
Franklin County,21073,45,Kentucky
Roane County,54087,13,West Virginia
Fremont County,8043,42,Colorado
Upshur County,48459,34,Texas
Manassas Park City,51685,10,Virginia
Montgomery County,17135,24,Illinois
Jefferson County,54037,48,West Virginia
Blair County,42013,112,Pennsylvania
Murray County,13213,31,Georgia
Crawford County,13079,12,Georgia
Madison County,30057,9,Montana
Perry County,1105,8,Alabama
Johnson County,17087,11,Illinois
Sioux County,19167,25,Iowa
Anderson County,47001,69,Tennessee
Kingfisher County,40073,11,Oklahoma
Los Alamos County,35028,15,New Mexico
Kennebec County,23011,112,Maine
Richmond City,51760,160,Virginia
St. Clair County,1115,76,Alabama
Kerr County,48265,54,Texas
Stone County,29209,36,Missouri
Marion County,28091,22,Mississippi
Montgomery County,19137,9,Iowa
Elmore County,1051,70,Alabama
Mercer County,34021,301,New Jersey
Floyd County,51063,15,Virginia
Chippewa County,55017,53,Wisconsin
Van Zandt County,48467,52,Texas
Fillmore County,27045,19,Minnesota
Lamoille County,50015,21,Vermont
Cook County,13075,14,Georgia
Jefferson County,55055,69,Wisconsin
Copiah County,28029,24,Mississippi
Wayne County,13305,23,Georgia
Menifee County,21165,5,Kentucky
Dukes County,25007,19,Massachusetts
Calhoun County,45017,13,South Carolina
Pike County,17149,15,Illinois
Vance County,37181,38,North Carolina
Craig County,40035,12,Oklahoma
Hancock County,39063,59,Ohio
Martin County,12085,177,Florida
Clinton County,36019,62,New York
Jefferson County,41031,20,Oregon
Walker County,48471,43,Texas
Delta County,26041,36,Michigan
Anderson County,21005,19,Kentucky
Morgan County,1103,101,Alabama
Floyd County,13115,75,Georgia
Chickasaw County,28017,14,Mississippi
Mesa County,8077,134,Colorado
Dona Ana County,35013,152,New Mexico
Comal County,48091,130,Texas
Alcorn County,28003,29,Mississippi
Osage County,29151,10,Missouri
Solano County,6095,359,California
Sandoval County,35043,125,New Mexico
Lancaster County,45057,88,South Carolina
Montgomery County,47125,123,Tennessee
Dodge County,55027,76,Wisconsin
Mariposa County,6043,19,California
Campbell County,51031,51,Virginia
Harnett County,37085,90,North Carolina
Assumption Parish,22007,18,Louisiana
Sacramento County,6067,1152,California
Cass County,31025,21,Nebraska
Edgecombe County,37065,47,North Carolina
Ottawa County,26139,207,Michigan
Lawrence County,21127,14,Kentucky
Rutland County,50021,61,Vermont
Livingston County,17105,31,Illinois
Lamar County,1075,12,Alabama
Newport County,44005,82,Rhode Island
Marshall County,28093,28,Mississippi
Nez Perce County,16069,36,Idaho
Orleans Parish,22071,295,Louisiana
Juneau Borough,2110,23,Alaska
Luce County,26095,5,Michigan
Teton County,16081,8,Idaho
Jefferson County,30043,11,Montana
Rutherford County,47149,212,Tennessee
Stevens County,53065,43,Washington
Osceola County,19143,6,Iowa
Clay County,47027,7,Tennessee
Salt Lake County,49035,695,Utah
Houston County,1069,88,Alabama
Tattnall County,13267,16,Georgia
Snyder County,42109,35,Pennsylvania
Sebastian County,5131,100,Arkansas
Washington County,47179,110,Tennessee
Johnson County,48251,128,Texas
Vilas County,55125,25,Wisconsin
Searcy County,5129,9,Arkansas
Alameda County,6001,1225,California
Manitowoc County,55071,72,Wisconsin
Teton County,30099,6,Montana
Lee County,17103,28,Illinois
Webster Parish,22119,34,Louisiana
West Carroll Parish,22123,8,Louisiana
Cumberland County,42041,210,Pennsylvania
Grant County,5053,14,Arkansas
Columbia County,12023,59,Florida
Noxubee County,28103,8,Mississippi
Faulkner County,5045,82,Arkansas
Polk County,12105,603,Florida
Anderson County,45007,170,South Carolina
Tuscaloosa County,1125,155,Alabama
Fairfield County,45039,22,South Carolina
Mason County,17125,12,Illinois
Bowie County,48037,72,Texas
Hubbard County,27057,19,Minnesota
Shelby County,47157,692,Tennessee
Pondera County,30073,4,Montana
Wright County,19197,10,Iowa
Fayette County,17051,18,Illinois
Crowley County,8025,3,Colorado
Harrison County,21097,16,Kentucky
Alexander County,37003,33,North Carolina
Cecil County,24015,82,Maryland
Garland County,5051,98,Arkansas
Montrose County,8085,41,Colorado
Morgan County,54065,17,West Virginia
Glacier County,30035,8,Montana
Kossuth County,19109,14,Iowa
Jefferson County,47089,49,Tennessee
Utah County,49049,277,Utah
Ionia County,26067,46,Michigan
Osceola County,12097,266,Florida
Marshall County,27089,7,Minnesota
Traill County,38097,7,North Dakota
McNairy County,47109,21,Tennessee
Warren County,21227,85,Kentucky
Livingston County,29117,13,Missouri
Warren County,51187,32,Virginia
Pickett County,47137,5,Tennessee
Perry County,39127,28,Ohio
Stokes County,37169,42,North Carolina
Albany County,56001,20,Wyoming
Marion County,29127,22,Missouri
Bibb County,1007,17,Alabama
Fairfax County,51059,830,Virginia
Dade County,29057,7,Missouri
Queens County,36081,1877,New York
Pike County,28113,33,Mississippi
Montgomery County,48339,421,Texas
Collier County,12021,390,Florida
Clay County,48077,10,Texas
Davidson County,47037,481,Tennessee
Lawrence County,46081,23,South Dakota
Bannock County,16005,59,Idaho
Gibson County,47053,43,Tennessee
Falls Church City,51610,11,Virginia
Gray County,48179,15,Texas
Marshall County,21157,28,Kentucky
Union County,46127,12,South Dakota
Bristol County,25005,467,Massachusetts
Richland County,38077,13,North Dakota
St. Louis County,27137,162,Minnesota
Berrien County,26021,132,Michigan
Marion County,54049,47,West Virginia
Williamson County,17199,55,Illinois
Duplin County,37061,43,North Carolina
Morrow County,39117,29,Ohio
Pontotoc County,28115,22,Mississippi
Clearwater County,16035,8,Idaho
Barnwell County,45011,18,South Carolina
Manatee County,12081,392,Florida
Jackson County,17077,37,Illinois
Jackson County,21109,11,Kentucky
Gordon County,13129,45,Georgia
Santa Clara County,6085,1332,California
Brule County,46015,4,South Dakota
Watauga County,37189,37,North Carolina
Sabine Parish,22085,18,Louisiana
Pasquotank County,37139,33,North Carolina
Perry County,29157,17,Missouri
Chambers County,48071,29,Texas
Grand Forks County,38035,44,North Dakota
Fulton County,36035,50,New York
Miller County,29131,21,Missouri
Mason County,48319,5,Texas
Washington County,13303,18,Georgia
Warren County,17187,13,Illinois
Dooly County,13093,9,Georgia
Caldwell County,37027,73,North Carolina
Mason County,53045,62,Washington
Greene County,47059,65,Tennessee
Portsmouth City,51740,74,Virginia
Minidoka County,16067,15,Idaho
Halifax County with South Boston City,51083,33,Virginia
Wilkin County,27167,5,Minnesota
Boone County,17007,40,Illinois
Greenbrier County,54025,30,West Virginia
Hot Springs County,56017,4,Wyoming
Hot Spring County,5059,27,Arkansas
Berkeley County,45015,159,South Carolina
Calhoun County,26025,108,Michigan
Greene County,29077,224,Missouri
San Francisco County,6075,614,California
Horry County,45051,335,South Carolina
Amherst County,51009,29,Virginia
Mississippi County,5093,29,Arkansas
Sullivan County,47163,147,Tennessee
Phelps County,29161,33,Missouri
Adams County,42001,89,Pennsylvania
Kaufman County,48257,88,Texas
York County,51199,54,Virginia
Pike County,21195,52,Kentucky
Henry County,51089,49,Virginia
Beaufort County,45013,186,South Carolina
Tom Green County,48451,86,Texas
Dent County,29065,13,Missouri
Stephens County,13257,23,Georgia
Sullivan County,29211,5,Missouri
Warren County,47177,33,Tennessee
Red River Parish,22081,7,Louisiana
Lee County,45061,14,South Carolina
Scott County,29201,32,Missouri
Washington Parish,22117,37,Louisiana
Tallapoosa County,1123,39,Alabama
Saline County,5125,97,Arkansas
Lonoke County,5085,52,Arkansas
Orange County,12095,934,Florida
McIntosh County,13191,11,Georgia
Jefferson County,40067,4,Oklahoma
Braxton County,54007,11,West Virginia
Lewis and Clark County,30049,58,Montana
Fremont County,56013,30,Wyoming
Garrett County,24023,28,Maryland
Kings County,36047,1932,New York
Winnebago County,17201,228,Illinois
Allegan County,26005,92,Michigan
Coos County,41011,67,Oregon
Lee County,12071,739,Florida
Hampshire County,54027,21,West Virginia
Mercer County,42085,101,Pennsylvania
Knox County,31107,6,Nebraska
Bossier Parish,22015,90,Louisiana
Kenai Peninsula Borough,2122,46,Alaska
Bath County,21011,9,Kentucky
Hampshire County,25015,127,Massachusetts
Newport News City,51700,129,Virginia
Carroll County,39019,25,Ohio
Deuel County,46039,3,South Dakota
Monroe County,21171,10,Kentucky
Piscataquis County,23021,18,Maine
Lincoln County,13181,8,Georgia
Obion County,47131,27,Tennessee
Knox County,39083,50,Ohio
Rankin County,28121,121,Mississippi
Oneida County,36065,192,New York
Richland County,39139,100,Ohio
Roseau County,27135,12,Minnesota
Box Butte County,31013,8,Nebraska
Pittsylvania County,51143,55,Virginia
Kit Carson County,8063,5,Colorado
Iron County,26071,12,Michigan
Marion County,45067,26,South Carolina
DeSoto County,28033,126,Mississippi
Buena Vista City,51530,6,Virginia
Berkeley County,54003,88,West Virginia
Randall County,48381,98,Texas
Berrien County,13019,14,Georgia
Brazoria County,48039,235,Texas
Allegany County,36003,35,New York
Meade County,46093,19,South Dakota
Ketchikan Gateway Borough,2130,10,Alaska
Santa Rosa County,12113,142,Florida
Dodge County,13091,16,Georgia
Richardson County,31147,7,Nebraska
Monroe County,47123,41,Tennessee
Phillips County,30071,3,Montana
Gilpin County,8047,6,Colorado
Des Moines County,19057,34,Iowa
Stutsman County,38093,18,North Dakota
Columbia County,55021,48,Wisconsin
Burke County,37023,79,North Carolina
Cumberland County,34011,115,New Jersey
Potter County,48375,74,Texas
Big Horn County,56003,10,Wyoming
Waldo County,23027,39,Maine
Cherokee County,40021,35,Oklahoma
Sheboygan County,55117,93,Wisconsin
Jackson County,28059,110,Mississippi
Rockcastle County,21203,13,Kentucky
Wyoming County,42131,24,Pennsylvania
Dinwiddie County,51053,24,Virginia
Christian County,29043,66,Missouri
Sequatchie County,47153,13,Tennessee
Washington County,48477,29,Texas
Barron County,55005,41,Wisconsin
Palo Alto County,19147,7,Iowa
Hampton City,51650,105,Virginia
Cleburne County,5023,26,Arkansas
Lamb County,48279,9,Texas
Klickitat County,53039,22,Washington
Pontotoc County,40123,29,Oklahoma
Henry County,39069,23,Ohio
St. Mary Parish,22101,38,Louisiana
Macon County,37113,38,North Carolina
Lauderdale County,1077,76,Alabama
Gratiot County,26057,30,Michigan
Bradford County,12007,20,Florida
Presidio County,48377,4,Texas
Jackson County,1071,46,Alabama
Bell County,48027,213,Texas
Yakima County,53077,162,Washington
Guadalupe County,48187,119,Texas
Albemarle County,51003,88,Virginia
Delta County,8029,30,Colorado
Bourbon County,21017,18,Kentucky
Lampasas County,48281,18,Texas
St. Lucie County,12111,301,Florida
Jackson Parish,22049,13,Louisiana
Martin County,21159,8,Kentucky
Sumter County,45085,81,South Carolina
Furnas County,31065,4,Nebraska
Catahoula Parish,22025,7,Louisiana
Juab County,49023,6,Utah
Spalding County,13255,57,Georgia
Cooke County,48097,33,Texas
Jefferson County,19101,15,Iowa
Bradley County,47011,84,Tennessee
Maricopa County,4013,3106,Arizona
Knox County,21121,25,Kentucky
Carbon County,42025,59,Pennsylvania
Carroll County,19027,18,Iowa
Prince Edward County,51147,15,Virginia
Colorado County,48089,17,Texas
Twiggs County,13289,7,Georgia
Huntingdon County,42061,36,Pennsylvania
Lake County,6033,59,California
Liberty County,13179,34,Georgia
Hill County,30041,10,Montana
Limestone County,1083,75,Alabama
Perry County,42099,38,Pennsylvania
Nelson County,51125,16,Virginia
Montgomery County,29139,10,Missouri
Broward County,12011,1508,Florida
Columbia County,41009,43,Oregon
Gloucester County,51073,36,Virginia
Ohio County,21183,19,Kentucky
Shelby County,17173,20,Illinois
Wise County,48497,49,Texas
Fremont County,16043,10,Idaho
Jackson County,40065,17,Oklahoma
Mingo County,54059,20,West Virginia
Smith County,47159,15,Tennessee
Greene County,5055,34,Arkansas
Lancaster County,31109,204,Nebraska
Franklin County,50011,38,Vermont
Wayne County,28153,15,Mississippi
Craighead County,5031,73,Arkansas
Hansford County,48195,3,Texas
Codington County,46029,22,South Dakota
Pointe Coupee Parish,22077,19,Louisiana
Erie County,39043,69,Ohio
Daviess County,21059,79,Kentucky
Union County,19175,11,Iowa
Monroe County,29137,8,Missouri
Plaquemines Parish,22075,15,Louisiana
Marion County,13197,6,Georgia
Ouachita Parish,22073,116,Louisiana
Richmond County,51159,6,Virginia
Archer County,48009,8,Texas
Jackson County,39079,25,Ohio
Poweshiek County,19157,16,Iowa
Calloway County,21035,26,Kentucky
Auglaize County,39011,36,Ohio
Bartow County,13015,77,Georgia
Clark County,55019,23,Wisconsin
Cascade County,30013,64,Montana
Lowndes County,1085,9,Alabama
Campbell County,47013,36,Tennessee
Umatilla County,41059,52,Oregon
Clinton County,39027,32,Ohio
Gilchrist County,12041,15,Florida
Cherokee County,48073,38,Texas
Charlotte County,12015,212,Florida
San Patricio County,48409,47,Texas
Baxter County,5005,45,Arkansas
Jefferson County,39081,61,Ohio
Elbert County,8039,21,Colorado
Douglas County,53017,33,Washington
Muscatine County,19139,31,Iowa
Sutter County,6101,69,California
Salem County,34033,52,New Jersey
Grant County,54023,10,West Virginia
Lake County,46079,8,South Dakota
Chowan County,37041,14,North Carolina
Orange County,51137,34,Virginia
Carter County,29035,4,Missouri
Darke County,39037,43,Ohio
Lyon County,32019,47,Nevada
Wayne County,39169,90,Ohio
Chenango County,36017,40,New York
Putnam County,29171,4,Missouri
Philadelphia County,42101,1114,Pennsylvania
Perry County,5105,8,Arkansas
Craig County,51045,5,Virginia
Los Angeles County,6037,6932,California
Bexar County,48029,1248,Texas
Montgomery County,37123,23,North Carolina
Coles County,17029,38,Illinois
Fauquier County,51061,54,Virginia
