County,FIPS,Average Annual Count,State
Champaign County,17019.0,143,Illinois
Rogers County,40131.0,78,Oklahoma
Lafayette County,28071.0,38,Mississippi
Alachua County,12001.0,199,Florida
Highlands County,12055.0,128,Florida
Randolph County,17157.0,28,Illinois
Hardin County,39065.0,25,Ohio
Mason County,21161.0,16,Kentucky
Richmond County,13245.0,168,Georgia
Transylvania County,37175.0,43,North Carolina
Effingham County,17049.0,30,Illinois
Burleson County,48051.0,16,Texas
El Dorado County,6017.0,184,California
Saunders County,31155.0,19,Nebraska
Dodge County,27039.0,16,Minnesota
Nolan County,48353.0,12,Texas
Hancock County,54029.0,31,West Virginia
Carlisle County,21039.0,5,Kentucky
Contra Costa County,6013.0,994,California
Kent County,26081.0,496,Michigan
Kent County,10001.0,158,Delaware
Georgetown County,45043.0,76,South Carolina
Greene County,36039.0,50,New York
Cabell County,54011.0,84,West Virginia
Texas County,29215.0,22,Missouri
Botetourt County,51023.0,36,Virginia
Cheshire County,33005.0,70,New Hampshire
Lake County,12069.0,417,Florida
Ravalli County,30081.0,46,Montana
Hancock County,21091.0,8,Kentucky
Franklin County,13119.0,22,Georgia
Vermilion Parish,22113.0,48,Louisiana
Poquoson City,51735.0,11,Virginia
Anchorage Borough,2020.0,200,Alaska
Boone County,54005.0,22,West Virginia
Marion County,41047.0,279,Oregon
Okfuskee County,40107.0,9,Oklahoma
Weston County,56045.0,6,Wyoming
Kenton County,21117.0,136,Kentucky
Westmoreland County,51193.0,19,Virginia
Isle of Wight County,51093.0,37,Virginia
Hardin County,19083.0,17,Iowa
Clinton County,17027.0,32,Illinois
Kenosha County,55059.0,136,Wisconsin
Windsor County,50027.0,59,Vermont
York County,42133.0,401,Pennsylvania
Uvalde County,48463.0,18,Texas
Amador County,6005.0,42,California
Logan County,17107.0,24,Illinois
Pulaski County,29169.0,28,Missouri
Jasper County,13159.0,14,Georgia
Clay County,12019.0,189,Florida
Colfax County,31037.0,7,Nebraska
Leflore County,28083.0,23,Mississippi
Washington County,24043.0,133,Maryland
Davidson County,37057.0,155,North Carolina
Saginaw County,26145.0,175,Michigan
Napa County,6055.0,125,California
Hamilton County,12047.0,10,Florida
Virginia Beach City,51810.0,371,Virginia
Berkshire County,25003.0,134,Massachusetts
Jackson County,19097.0,18,Iowa
Anoka County,27003.0,283,Minnesota
Carver County,27019.0,80,Minnesota
New London County,9011.0,239,Connecticut
Franklin County,25011.0,74,Massachusetts
Rensselaer County,36083.0,139,New York
Jersey County,17083.0,20,Illinois
Benton County,28009.0,7,Mississippi
Starr County,48427.0,41,Texas
Lincoln County,8073.0,4,Colorado
Pike County,5109.0,9,Arkansas
McDowell County,37111.0,43,North Carolina
Montgomery County,1101.0,192,Alabama
Hays County,48209.0,154,Texas
Outagamie County,55087.0,154,Wisconsin
Beaverhead County,30001.0,9,Montana
Union County,34039.0,463,New Jersey
Henry County,13151.0,184,Georgia
Bullitt County,21029.0,69,Kentucky
Moultrie County,17139.0,12,Illinois
Pike County,29163.0,15,Missouri
Salem City,51775.0,23,Virginia
Steuben County,36101.0,87,New York
Spokane County,53063.0,438,Washington
Ste. Genevieve County,29186.0,16,Missouri
Genesee County,36037.0,55,New York
Scotts Bluff County,31157.0,33,Nebraska
Washington County,36115.0,57,New York
Putnam County,54079.0,53,West Virginia
East Baton Rouge Parish,22033.0,349,Louisiana
Island County,53029.0,90,Washington
Thomas County,13275.0,41,Georgia
Kershaw County,45055.0,59,South Carolina
Greenwood County,45047.0,63,South Carolina
Tift County,13277.0,33,Georgia
Loudoun County,51107.0,282,Virginia
Washington County,42125.0,205,Pennsylvania
Cayuga County,36011.0,70,New York
Hampton County,45049.0,15,South Carolina
Hood County,48221.0,67,Texas
Evans County,13109.0,10,Georgia
Harney County,41025.0,7,Oregon
Somerset County,42111.0,71,Pennsylvania
Hardeman County,47069.0,21,Tennessee
Lincoln County,37109.0,79,North Carolina
O'Brien County,19141.0,12,Iowa
Idaho County,16049.0,16,Idaho
Kay County,40071.0,39,Oklahoma
Arapahoe County,8005.0,493,Colorado
St. Marys County,24037.0,84,Maryland
Stafford County,51179.0,107,Virginia
Polk County,55095.0,42,Wisconsin
Christian County,17021.0,30,Illinois
Hopkins County,48223.0,31,Texas
Seneca County,39147.0,48,Ohio
Mills County,19129.0,14,Iowa
Bonner County,16017.0,48,Idaho
Tulsa County,40143.0,520,Oklahoma
Somerset County,23025.0,49,Maine
Meeker County,27093.0,20,Minnesota
Trousdale County,47169.0,8,Tennessee
McCracken County,21145.0,65,Kentucky
Hillsborough County,33011.0,356,New Hampshire
Pope County,27121.0,11,Minnesota
McLean County,17113.0,125,Illinois
Lancaster County,42071.0,478,Pennsylvania
Hawaii County,15001.0,186,Hawaii
Gaston County,37071.0,198,North Carolina
Summit County,39153.0,485,Ohio
Bureau County,17011.0,32,Illinois
Brookings County,46011.0,20,South Dakota
Pulaski County,5119.0,328,Arkansas
Alpena County,26007.0,30,Michigan
Lackawanna County,42069.0,199,Pennsylvania
Southeast Fairbanks Census Area,2240.0,4,Alaska
Nobles County,27105.0,17,Minnesota
Jackson County,55053.0,19,Wisconsin
Dutchess County,36027.0,263,New York
Polk County,27119.0,26,Minnesota
Brown County,46013.0,31,South Dakota
Madison County,17119.0,236,Illinois
Macoupin County,17117.0,43,Illinois
Penobscot County,23019.0,139,Maine
Jackson County,29095.0,573,Missouri
Morris County,48343.0,11,Texas
Grant County,21081.0,20,Kentucky
McClain County,40087.0,31,Oklahoma
Yavapai County,4025.0,288,Arizona
Lawrence County,39087.0,55,Ohio
Pine County,27115.0,26,Minnesota
Oklahoma County,40109.0,596,Oklahoma
Shawano County,55115.0,36,Wisconsin
Lanier County,13173.0,8,Georgia
Somerset County,24039.0,19,Maryland
Clinton County,26037.0,66,Michigan
Klamath County,41035.0,63,Oregon
White County,5145.0,64,Arkansas
Columbia County,13073.0,121,Georgia
Boyle County,21021.0,29,Kentucky
Calhoun County,19025.0,9,Iowa
Taylor County,19173.0,6,Iowa
Humphreys County,47085.0,19,Tennessee
Bollinger County,29017.0,11,Missouri
Duval County,48131.0,8,Texas
Rusk County,55107.0,14,Wisconsin
Jasper County,29097.0,98,Missouri
Marathon County,55073.0,116,Wisconsin
Adams County,31001.0,27,Nebraska
Rockdale County,13247.0,78,Georgia
Dickenson County,51051.0,13,Virginia
Sauk County,55111.0,58,Wisconsin
Van Buren County,26159.0,66,Michigan
Rutherford County,37161.0,66,North Carolina
Boundary County,16021.0,11,Idaho
Washington County,37187.0,13,North Carolina
Spartanburg County,45083.0,270,South Carolina
Waushara County,55137.0,22,Wisconsin
Osage County,40113.0,44,Oklahoma
Elbert County,13105.0,20,Georgia
Steele County,27147.0,33,Minnesota
Ogle County,17141.0,45,Illinois
Greene County,17061.0,11,Illinois
Chester County,47023.0,14,Tennessee
Frederick County,24021.0,213,Maryland
Burnett County,55013.0,19,Wisconsin
Terrebonne Parish,22109.0,87,Louisiana
Ritchie County,54085.0,8,West Virginia
Juniata County,42067.0,21,Pennsylvania
Lowndes County,28087.0,50,Mississippi
Lincoln County,31111.0,31,Nebraska
Rock County,55105.0,137,Wisconsin
Boyd County,21019.0,45,Kentucky
DeKalb County,13089.0,584,Georgia
Hall County,13139.0,157,Georgia
Emmet County,19063.0,9,Iowa
Clallam County,53009.0,98,Washington
East Feliciana Parish,22037.0,16,Louisiana
Hardin County,21093.0,87,Kentucky
Fairfield County,39045.0,130,Ohio
Bulloch County,13031.0,50,Georgia
Frederick County,51069.0,78,Virginia
Henderson County,48213.0,82,Texas
Orange County,6059.0,2523,California
Bay County,26017.0,101,Michigan
Edgefield County,45037.0,23,South Carolina
Tripp County,46123.0,5,South Dakota
Rio Blanco County,8103.0,5,Colorado
Desha County,5041.0,9,Arkansas
Floyd County,21071.0,33,Kentucky
Iroquois County,17075.0,26,Illinois
St. Charles Parish,22089.0,41,Louisiana
Worcester County,25027.0,710,Massachusetts
Hampden County,25013.0,399,Massachusetts
Orangeburg County,45075.0,80,South Carolina
Fluvanna County,51065.0,26,Virginia
Providence County,44007.0,528,Rhode Island
Columbia County,42037.0,57,Pennsylvania
La Salle Parish,22059.0,12,Louisiana
Forsyth County,13117.0,179,Georgia
Holt County,31089.0,10,Nebraska
Rockland County,36087.0,255,New York
Ward County,38101.0,46,North Dakota
Denver County,8031.0,462,Colorado
Butte County,6007.0,177,California
Meigs County,47121.0,11,Tennessee
Windham County,9015.0,102,Connecticut
Marion County,5089.0,20,Arkansas
Wood County,54107.0,83,West Virginia
Madison County,16065.0,15,Idaho
Columbus County,37047.0,49,North Carolina
Sherburne County,27141.0,64,Minnesota
Summit County,8117.0,21,Colorado
Door County,55029.0,33,Wisconsin
Hancock County,13141.0,8,Georgia
Leon County,12073.0,206,Florida
Pickens County,45077.0,101,South Carolina
Baker County,12003.0,20,Florida
York County,31185.0,12,Nebraska
Jackson County,13157.0,57,Georgia
Bonneville County,16019.0,80,Idaho
New Madrid County,29143.0,16,Missouri
Gladwin County,26051.0,28,Michigan
Miller County,13201.0,5,Georgia
Charles County,24017.0,130,Maryland
Claiborne County,28021.0,7,Mississippi
Toombs County,13279.0,22,Georgia
Washington County,39167.0,59,Ohio
Lucas County,39095.0,355,Ohio
Warren County,28149.0,38,Mississippi
Greene County,19073.0,9,Iowa
Calumet County,55015.0,42,Wisconsin
Yalobusha County,28161.0,12,Mississippi
Hillsborough County,12057.0,1122,Florida
Polk County,31143.0,5,Nebraska
St. Bernard Parish,22087.0,31,Louisiana
Howard County,31093.0,5,Nebraska
Caroline County,51033.0,26,Virginia
White County,47185.0,25,Tennessee
Perquimans County,37143.0,14,North Carolina
Jefferson County,36045.0,80,New York
Collin County,48085.0,728,Texas
Oconee County,45073.0,77,South Carolina
Knox County,17095.0,47,Illinois
Davie County,37059.0,40,North Carolina
Delaware County,36025.0,45,New York
Chautauqua County,36013.0,121,New York
Burt County,31021.0,7,Nebraska
Harrison County,39067.0,14,Ohio
Seward County,31159.0,13,Nebraska
El Paso County,8041.0,506,Colorado
Wilcox County,1131.0,10,Alabama
Southampton County,51175.0,17,Virginia
Grant County,55043.0,40,Wisconsin
Mercer County,17131.0,13,Illinois
Putnam County,17155.0,5,Illinois
Tuolumne County,6109.0,57,California
LaFourche Parish,22057.0,79,Louisiana
Adams County,55001.0,22,Wisconsin
Fannin County,13111.0,29,Georgia
Jessamine County,21113.0,43,Kentucky
Lyon County,27083.0,20,Minnesota
Franklin County,51067.0,56,Virginia
Cherry County,31031.0,5,Nebraska
Caldwell County,21033.0,11,Kentucky
Rockbridge County,51163.0,25,Virginia
Muscogee County,13215.0,158,Georgia
Mitchell County,13205.0,19,Georgia
Grayson County,21085.0,23,Kentucky
Sumner County,47165.0,161,Tennessee
Henderson County,21101.0,40,Kentucky
Grant County,27051.0,6,Minnesota
Pennington County,46103.0,92,South Dakota
Fulton County,21075.0,6,Kentucky
Indiana County,42063.0,71,Pennsylvania
Pike County,13231.0,16,Georgia
Lawrence County,1079.0,29,Alabama
DeKalb County,29063.0,8,Missouri
Marinette County,55075.0,40,Wisconsin
Cherokee County,37039.0,34,North Carolina
Hoke County,37093.0,35,North Carolina
Cook County,17031.0,4119,Illinois
Natrona County,56025.0,62,Wyoming
Henry County,21103.0,14,Kentucky
Madison County,21151.0,66,Kentucky
Sevier County,47155.0,91,Tennessee
Passaic County,34031.0,405,New Jersey
San Diego County,6073.0,2431,California
Nelson County,38063.0,4,North Dakota
Greene County,42059.0,31,Pennsylvania
Knox County,47093.0,385,Tennessee
Tarrant County,48439.0,1433,Texas
Johnston County,40069.0,9,Oklahoma
Limestone County,48293.0,20,Texas
Marion County,47115.0,28,Tennessee
Van Buren County,5141.0,16,Arkansas
Mower County,27099.0,32,Minnesota
Wood County,39173.0,99,Ohio
Laramie County,56021.0,79,Wyoming
Yell County,5149.0,17,Arkansas
Wetzel County,54103.0,15,West Virginia
Vermilion County,17183.0,66,Illinois
Churchill County,32001.0,20,Nevada
Callaway County,29027.0,36,Missouri
Smith County,48423.0,189,Texas
Chester County,45023.0,29,South Carolina
Hamilton County,47065.0,314,Tennessee
McCurtain County,40089.0,26,Oklahoma
Bibb County,13021.0,130,Georgia
Surry County,51181.0,8,Virginia
McDuffie County,13189.0,19,Georgia
Seneca County,36099.0,29,New York
Menard County,17129.0,12,Illinois
Gregg County,48183.0,100,Texas
Belmont County,39013.0,62,Ohio
Wakulla County,12129.0,26,Florida
Knox County,23013.0,42,Maine
Woodbury County,19193.0,80,Iowa
Roanoke City,51770.0,85,Virginia
Kootenai County,16055.0,149,Idaho
Clay County,28025.0,17,Mississippi
Dunn County,55033.0,32,Wisconsin
Nicholas County,54067.0,25,West Virginia
Crook County,41013.0,23,Oregon
Union Parish,22111.0,19,Louisiana
Schoharie County,36095.0,31,New York
Hanover County,51085.0,99,Virginia
Erie County,42049.0,232,Pennsylvania
Berks County,42011.0,352,Pennsylvania
Wells County,38103.0,5,North Dakota
Stanislaus County,6099.0,386,California
St. Clair County,17163.0,217,Illinois
Lunenburg County,51111.0,12,Virginia
Morgan County,13211.0,19,Georgia
Nevada County,6057.0,110,California
Jefferson County,1073.0,559,Alabama
Tyrrell County,37177.0,3,North Carolina
Dyer County,47045.0,32,Tennessee
Pasco County,12101.0,523,Florida
Clayton County,13063.0,200,Georgia
Tangipahoa Parish,22105.0,101,Louisiana
Butler County,29023.0,38,Missouri
Juneau County,55057.0,22,Wisconsin
Schuylkill County,42107.0,134,Pennsylvania
Nemaha County,31127.0,6,Nebraska
Wicomico County,24045.0,81,Maryland
Sussex County,10005.0,253,Delaware
St. Francois County,29187.0,53,Missouri
Lake County,27075.0,12,Minnesota
Livingston County,26093.0,166,Michigan
Sunflower County,28133.0,19,Mississippi
Dallas County,29059.0,14,Missouri
Weakley County,47183.0,27,Tennessee
Weld County,8123.0,211,Colorado
Andrew County,29003.0,16,Missouri
Taylor County,54091.0,15,West Virginia
Story County,19169.0,56,Iowa
Yates County,36123.0,22,New York
Fort Bend County,48157.0,557,Texas
Anderson County,48001.0,40,Texas
Pike County,42103.0,54,Pennsylvania
Whitfield County,13313.0,76,Georgia
Socorro County,35053.0,13,New Mexico
Early County,13099.0,9,Georgia
Wayne County,26163.0,1439,Michigan
Dubuque County,19061.0,81,Iowa
Pottawattamie County,19155.0,82,Iowa
Marshall County,54051.0,29,West Virginia
Luzerne County,42079.0,290,Pennsylvania
Pearl River County,28109.0,49,Mississippi
Morgan County,21175.0,10,Kentucky
Wood County,55141.0,69,Wisconsin
Nowata County,40105.0,8,Oklahoma
Fergus County,30027.0,11,Montana
Walker County,1127.0,61,Alabama
Gillespie County,48171.0,30,Texas
Catoosa County,13047.0,61,Georgia
Yoakum County,48501.0,5,Texas
Lycoming County,42081.0,101,Pennsylvania
Marshall County,19127.0,33,Iowa
Cambria County,42021.0,135,Pennsylvania
Orange County,36071.0,291,New York
Jefferson County,42065.0,41,Pennsylvania
McLennan County,48309.0,185,Texas
Venango County,42121.0,51,Pennsylvania
Carroll County,33003.0,56,New Hampshire
Douglas County,17041.0,16,Illinois
Wayne County,54099.0,36,West Virginia
King George County,51099.0,19,Virginia
Travis County,48453.0,780,Texas
Benton County,53005.0,151,Washington
Lawrence County,17101.0,13,Illinois
Canadian County,40017.0,106,Oklahoma
Galveston County,48167.0,266,Texas
Polk County,41053.0,71,Oregon
Union County,39159.0,44,Ohio
Kimble County,48267.0,4,Texas
Itasca County,27061.0,43,Minnesota
Gwinnett County,13135.0,642,Georgia
Wagoner County,40145.0,63,Oklahoma
Bedford County,42009.0,46,Pennsylvania
Talladega County,1121.0,70,Alabama
Attala County,28007.0,16,Mississippi
St. John the Baptist Parish,22095.0,34,Louisiana
La Salle County,17099.0,94,Illinois
Clay County,17025.0,12,Illinois
Surry County,37171.0,69,North Carolina
Huron County,39077.0,48,Ohio
Teller County,8119.0,23,Colorado
Winona County,27169.0,38,Minnesota
Plymouth County,19149.0,21,Iowa
Turner County,13287.0,8,Georgia
Mills County,48333.0,4,Texas
St. Louis City,29510.0,227,Missouri
Arlington County,51013.0,147,Virginia
Wapello County,19179.0,30,Iowa
Sumter County,1119.0,10,Alabama
Sargent County,38081.0,3,North Dakota
Ulster County,36111.0,161,New York
Webster County,19187.0,31,Iowa
Giles County,51071.0,16,Virginia
Taylor County,48441.0,99,Texas
Alfalfa County,40003.0,4,Oklahoma
Crow Wing County,27035.0,62,Minnesota
Powell County,30077.0,5,Montana
Butler County,31023.0,7,Nebraska
Clark County,21049.0,33,Kentucky
Iron County,55051.0,7,Wisconsin
Bernalillo County,35001.0,545,New Mexico
Routt County,8107.0,19,Colorado
Indian River County,12061.0,189,Florida
Lawrence County,42073.0,81,Pennsylvania
Bamberg County,45009.0,14,South Carolina
Treutlen County,13283.0,5,Georgia
Atlantic County,34001.0,241,New Jersey
Franklin County,17055.0,34,Illinois
Suffolk City,51800.0,72,Virginia
Calaveras County,6009.0,49,California
Independence County,5063.0,31,Arkansas
Lee County,19111.0,31,Iowa
Cole County,29051.0,61,Missouri
Ector County,48135.0,90,Texas
Sawyer County,55113.0,17,Wisconsin
Pierce County,13229.0,16,Georgia
Crook County,56011.0,7,Wyoming
Waseca County,27161.0,16,Minnesota
Caddo Parish,22017.0,206,Louisiana
Sussex County,51183.0,8,Virginia
Shasta County,6089.0,167,California
Pike County,39131.0,22,Ohio
Madison County,36053.0,58,New York
Panola County,48365.0,20,Texas
Portage County,39133.0,129,Ohio
Macon County,1087.0,17,Alabama
Inyo County,6027.0,18,California
Escambia County,12033.0,265,Florida
Sarasota County,12115.0,548,Florida
Dallas County,48113.0,1672,Texas
Hawkins County,47073.0,55,Tennessee
Stephens County,40137.0,39,Oklahoma
Fayette County,19065.0,17,Iowa
Washington County,21229.0,10,Kentucky
Lewis County,47101.0,11,Tennessee
Iowa County,19095.0,14,Iowa
Cherokee County,45021.0,46,South Carolina
Ontonagon County,26131.0,6,Michigan
Ogemaw County,26129.0,21,Michigan
Duchesne County,49013.0,11,Utah
Buckingham County,51029.0,14,Virginia
Cassia County,16031.0,17,Idaho
Essex County,34013.0,640,New Jersey
Benewah County,16009.0,9,Idaho
Wilson County,47189.0,116,Tennessee
Alexandria City,51510.0,112,Virginia
Huron County,26063.0,29,Michigan
Cheatham County,47021.0,33,Tennessee
Hernando County,12053.0,206,Florida
Real County,48385.0,3,Texas
Palm Beach County,12099.0,1404,Florida
Custer County,40039.0,19,Oklahoma
Adams County,8001.0,322,Colorado
Stark County,39151.0,335,Ohio
Portage County,55097.0,53,Wisconsin
Pipestone County,27117.0,8,Minnesota
Sharkey County,28125.0,4,Mississippi
Itawamba County,28057.0,19,Mississippi
Creek County,40037.0,61,Oklahoma
Fond du Lac County,55039.0,88,Wisconsin
Hickory County,29085.0,9,Missouri
Baltimore City,24510.0,459,Maryland
Benton County,19011.0,21,Iowa
Baldwin County,1003.0,208,Alabama
Washington County,5143.0,151,Arkansas
Cocke County,47029.0,36,Tennessee
Noble County,40103.0,9,Oklahoma
Kalamazoo County,26077.0,188,Michigan
Greenup County,21089.0,33,Kentucky
Buchanan County,19019.0,17,Iowa
Prince Georges County,24033.0,750,Maryland
Crawford County,55023.0,15,Wisconsin
Lincoln County,46083.0,42,South Dakota
Monroe County,42089.0,147,Pennsylvania
Herkimer County,36043.0,54,New York
Washoe County,32031.0,366,Nevada
Carbon County,30009.0,10,Montana
Middlesex County,34023.0,664,New Jersey
Simpson County,28127.0,22,Mississippi
Warren County,42123.0,40,Pennsylvania
Franklin County,21073.0,45,Kentucky
Roane County,54087.0,13,West Virginia
Fremont County,8043.0,42,Colorado
Upshur County,48459.0,34,Texas
Manassas Park City,51685.0,10,Virginia
Montgomery County,17135.0,24,Illinois
Jefferson County,54037.0,48,West Virginia
Blair County,42013.0,112,Pennsylvania
Murray County,13213.0,31,Georgia
Crawford County,13079.0,12,Georgia
Madison County,30057.0,9,Montana
Perry County,1105.0,8,Alabama
Johnson County,17087.0,11,Illinois
Sioux County,19167.0,25,Iowa
Anderson County,47001.0,69,Tennessee
Kingfisher County,40073.0,11,Oklahoma
Los Alamos County,35028.0,15,New Mexico
Kennebec County,23011.0,112,Maine
Richmond City,51760.0,160,Virginia
St. Clair County,1115.0,76,Alabama
Kerr County,48265.0,54,Texas
Stone County,29209.0,36,Missouri
Marion County,28091.0,22,Mississippi
Montgomery County,19137.0,9,Iowa
Elmore County,1051.0,70,Alabama
Mercer County,34021.0,301,New Jersey
Floyd County,51063.0,15,Virginia
Chippewa County,55017.0,53,Wisconsin
Van Zandt County,48467.0,52,Texas
Fillmore County,27045.0,19,Minnesota
Lamoille County,50015.0,21,Vermont
Cook County,13075.0,14,Georgia
Jefferson County,55055.0,69,Wisconsin
Copiah County,28029.0,24,Mississippi
Wayne County,13305.0,23,Georgia
Menifee County,21165.0,5,Kentucky
Dukes County,25007.0,19,Massachusetts
Calhoun County,45017.0,13,South Carolina
Pike County,17149.0,15,Illinois
Vance County,37181.0,38,North Carolina
Craig County,40035.0,12,Oklahoma
Hancock County,39063.0,59,Ohio
Martin County,12085.0,177,Florida
Clinton County,36019.0,62,New York
Jefferson County,41031.0,20,Oregon
Walker County,48471.0,43,Texas
Delta County,26041.0,36,Michigan
Anderson County,21005.0,19,Kentucky
Morgan County,1103.0,101,Alabama
Floyd County,13115.0,75,Georgia
Chickasaw County,28017.0,14,Mississippi
Mesa County,8077.0,134,Colorado
Dona Ana County,35013.0,152,New Mexico
Comal County,48091.0,130,Texas
Alcorn County,28003.0,29,Mississippi
Osage County,29151.0,10,Missouri
Solano County,6095.0,359,California
Sandoval County,35043.0,125,New Mexico
Lancaster County,45057.0,88,South Carolina
Montgomery County,47125.0,123,Tennessee
Dodge County,55027.0,76,Wisconsin
Mariposa County,6043.0,19,California
Campbell County,51031.0,51,Virginia
Harnett County,37085.0,90,North Carolina
Assumption Parish,22007.0,18,Louisiana
Sacramento County,6067.0,1152,California
Cass County,31025.0,21,Nebraska
Edgecombe County,37065.0,47,North Carolina
Ottawa County,26139.0,207,Michigan
Lawrence County,21127.0,14,Kentucky
Rutland County,50021.0,61,Vermont
Livingston County,17105.0,31,Illinois
Lamar County,1075.0,12,Alabama
Newport County,44005.0,82,Rhode Island
Marshall County,28093.0,28,Mississippi
Nez Perce County,16069.0,36,Idaho
Orleans Parish,22071.0,295,Louisiana
Juneau Borough,2110.0,23,Alaska
Luce County,26095.0,5,Michigan
Teton County,16081.0,8,Idaho
Jefferson County,30043.0,11,Montana
Rutherford County,47149.0,212,Tennessee
Stevens County,53065.0,43,Washington
Osceola County,19143.0,6,Iowa
Clay County,47027.0,7,Tennessee
Salt Lake County,49035.0,695,Utah
Houston County,1069.0,88,Alabama
Tattnall County,13267.0,16,Georgia
Snyder County,42109.0,35,Pennsylvania
Sebastian County,5131.0,100,Arkansas
Washington County,47179.0,110,Tennessee
Johnson County,48251.0,128,Texas
Vilas County,55125.0,25,Wisconsin
Searcy County,5129.0,9,Arkansas
Alameda County,6001.0,1225,California
Manitowoc County,55071.0,72,Wisconsin
Teton County,30099.0,6,Montana
Lee County,17103.0,28,Illinois
Webster Parish,22119.0,34,Louisiana
West Carroll Parish,22123.0,8,Louisiana
Cumberland County,42041.0,210,Pennsylvania
Grant County,5053.0,14,Arkansas
Columbia County,12023.0,59,Florida
Noxubee County,28103.0,8,Mississippi
Faulkner County,5045.0,82,Arkansas
Polk County,12105.0,603,Florida
Anderson County,45007.0,170,South Carolina
Tuscaloosa County,1125.0,155,Alabama
Fairfield County,45039.0,22,South Carolina
Mason County,17125.0,12,Illinois
Bowie County,48037.0,72,Texas
Hubbard County,27057.0,19,Minnesota
Shelby County,47157.0,692,Tennessee
Pondera County,30073.0,4,Montana
Wright County,19197.0,10,Iowa
Fayette County,17051.0,18,Illinois
Crowley County,8025.0,3,Colorado
Harrison County,21097.0,16,Kentucky
Alexander County,37003.0,33,North Carolina
Cecil County,24015.0,82,Maryland
Garland County,5051.0,98,Arkansas
Montrose County,8085.0,41,Colorado
Morgan County,54065.0,17,West Virginia
Glacier County,30035.0,8,Montana
Kossuth County,19109.0,14,Iowa
Jefferson County,47089.0,49,Tennessee
Utah County,49049.0,277,Utah
Ionia County,26067.0,46,Michigan
Osceola County,12097.0,266,Florida
Marshall County,27089.0,7,Minnesota
Traill County,38097.0,7,North Dakota
McNairy County,47109.0,21,Tennessee
Warren County,21227.0,85,Kentucky
Livingston County,29117.0,13,Missouri
Warren County,51187.0,32,Virginia
Pickett County,47137.0,5,Tennessee
Perry County,39127.0,28,Ohio
Stokes County,37169.0,42,North Carolina
Albany County,56001.0,20,Wyoming
Marion County,29127.0,22,Missouri
Bibb County,1007.0,17,Alabama
Fairfax County,51059.0,830,Virginia
Dade County,29057.0,7,Missouri
Queens County,36081.0,1877,New York
Pike County,28113.0,33,Mississippi
Montgomery County,48339.0,421,Texas
Collier County,12021.0,390,Florida
Clay County,48077.0,10,Texas
Davidson County,47037.0,481,Tennessee
Lawrence County,46081.0,23,South Dakota
Bannock County,16005.0,59,Idaho
Gibson County,47053.0,43,Tennessee
Falls Church City,51610.0,11,Virginia
Gray County,48179.0,15,Texas
Marshall County,21157.0,28,Kentucky
Union County,46127.0,12,South Dakota
Bristol County,25005.0,467,Massachusetts
Richland County,38077.0,13,North Dakota
St. Louis County,27137.0,162,Minnesota
Berrien County,26021.0,132,Michigan
Marion County,54049.0,47,West Virginia
Williamson County,17199.0,55,Illinois
Duplin County,37061.0,43,North Carolina
Morrow County,39117.0,29,Ohio
Pontotoc County,28115.0,22,Mississippi
Clearwater County,16035.0,8,Idaho
Barnwell County,45011.0,18,South Carolina
Manatee County,12081.0,392,Florida
Jackson County,17077.0,37,Illinois
Jackson County,21109.0,11,Kentucky
Gordon County,13129.0,45,Georgia
Santa Clara County,6085.0,1332,California
Brule County,46015.0,4,South Dakota
Watauga County,37189.0,37,North Carolina
Sabine Parish,22085.0,18,Louisiana
Pasquotank County,37139.0,33,North Carolina
Perry County,29157.0,17,Missouri
Chambers County,48071.0,29,Texas
Grand Forks County,38035.0,44,North Dakota
Fulton County,36035.0,50,New York
Miller County,29131.0,21,Missouri
Mason County,48319.0,5,Texas
Washington County,13303.0,18,Georgia
Warren County,17187.0,13,Illinois
Dooly County,13093.0,9,Georgia
Caldwell County,37027.0,73,North Carolina
Mason County,53045.0,62,Washington
Greene County,47059.0,65,Tennessee
Portsmouth City,51740.0,74,Virginia
Minidoka County,16067.0,15,Idaho
Halifax County with South Boston City,51083.0,33,Virginia
Wilkin County,27167.0,5,Minnesota
Boone County,17007.0,40,Illinois
Greenbrier County,54025.0,30,West Virginia
Hot Springs County,56017.0,4,Wyoming
Hot Spring County,5059.0,27,Arkansas
Berkeley County,45015.0,159,South Carolina
Calhoun County,26025.0,108,Michigan
Greene County,29077.0,224,Missouri
San Francisco County,6075.0,614,California
Horry County,45051.0,335,South Carolina
Amherst County,51009.0,29,Virginia
Mississippi County,5093.0,29,Arkansas
Sullivan County,47163.0,147,Tennessee
Phelps County,29161.0,33,Missouri
Adams County,42001.0,89,Pennsylvania
Kaufman County,48257.0,88,Texas
York County,51199.0,54,Virginia
Pike County,21195.0,52,Kentucky
Henry County,51089.0,49,Virginia
Beaufort County,45013.0,186,South Carolina
Tom Green County,48451.0,86,Texas
Dent County,29065.0,13,Missouri
Stephens County,13257.0,23,Georgia
Sullivan County,29211.0,5,Missouri
Warren County,47177.0,33,Tennessee
Red River Parish,22081.0,7,Louisiana
Lee County,45061.0,14,South Carolina
Scott County,29201.0,32,Missouri
Washington Parish,22117.0,37,Louisiana
Tallapoosa County,1123.0,39,Alabama
Saline County,5125.0,97,Arkansas
Lonoke County,5085.0,52,Arkansas
Orange County,12095.0,934,Florida
McIntosh County,13191.0,11,Georgia
Jefferson County,40067.0,4,Oklahoma
